³igured
00/00/0000, 00:00:00, Master Init Complete
06/20/2012, 14:16:34, Note,2
06/20/2012, 14:16:34, Note,1
06/20/2012, 14:16:35, Note,1
06/20/2012, 14:16:35, Note,1
06/20/2012, 14:16:36, Note,1
06/20/2012, 14:16:36, Note,2
06/20/2012, 14:16:36, Note,3
06/20/2012, 14:16:36, Note,4
06/20/2012, 14:16:36, Note,5
06/20/2012, 14:16:36, Note,6
06/20/2012, 14:16:37, Note,5
06/20/2012, 14:16:37, Note,4
06/20/2012, 14:16:37, Note,2
06/20/2012, 14:16:37, Note,4
06/20/2012, 14:16:37, Note,5
06/20/2012, 14:16:37, Note,1
06/20/2012, 14:16:38, Note,3
06/20/2012, 14:16:38, Note,4
06/20/2012, 14:16:38, Note,5
06/20/2012, 14:16:38, Note,7
06/20/2012, 14:16:38, Note,3
06/20/2012, 14:16:38, Note,4
06/20/2012, 14:16:38, Note,5
06/20/2012, 14:16:38, Note,6
06/20/2012, 14:16:39, Note,5
06/20/2012, 14:16:39, Note,4
06/20/2012, 14:16:39, Note,3
06/20/2012, 14:16:39, Note,7
06/20/2012, 14:16:39, Note,6
06/20/2012, 14:16:40, Note,6
06/20/2012, 14:16:40, Note,7
06/20/2012, 14:16:40, Note,3
06/20/2012, 14:16:40, Note,4
06/20/2012, 14:16:40, Note,5
06/20/2012, 14:16:40, Note,6
06/20/2012, 14:16:40, Note,7
06/20/2012, 14:16:41, Note,5
06/20/2012, 14:16:41, Note,4
06/20/2012, 14:16:41, Note,7
06/20/2012, 14:16:41, Note,6
06/20/2012, 14:16:41, Note,5
06/20/2012, 14:16:41, Note,4
06/20/2012, 14:16:41, Note,3
06/20/2012, 14:16:41, Note,7
06/20/2012, 14:16:41, Note,6
06/20/2012, 14:16:42, Note,5
06/20/2012, 14:16:42, Note,4
06/20/2012, 14:16:42, Note,5
06/20/2012, 14:16:42, Note,6
06/20/2012, 14:16:42, Note,3
06/20/2012, 14:16:42, Note,4
06/20/2012, 14:16:43, Note,5
06/20/2012, 14:16:43, Note,6
06/20/2012, 14:16:43, Note,7
06/20/2012, 14:16:43, Note,4
06/20/2012, 14:16:43, Note,6
06/20/2012, 14:16:43, Note,7
06/20/2012, 14:16:43, Note,6
06/20/2012, 14:16:43, Note,5
06/20/2012, 14:16:44, Note,3
06/20/2012, 14:16:44, Note,7
06/20/2012, 14:16:44, Note,6
06/20/2012, 14:16:44, Note,4
06/20/2012, 14:16:55, Screen Saver
06/20/2012, 14:17:06, Screen Saver
06/20/2012, 14:17:12, Note,7
06/20/2012, 14:17:15, Note,5
06/20/2012, 14:17:15, Note,5
06/20/2012, 14:17:19, Note,5
06/20/2012, 14:17:19, Note,5
06/20/2012, 14:17:21, Note,5
06/20/2012, 14:17:25, Note,7
06/20/2012, 14:17:25, Note,5
06/20/2012, 14:17:26, Note,5
06/20/2012, 14:17:26, Note,7
06/20/2012, 14:17:27, Note,5
06/20/2012, 14:17:27, Note,6
06/20/2012, 14:17:27, Note,4
06/20/2012, 14:17:28, Note,3
06/20/2012, 14:17:28, Note,4
06/20/2012, 14:17:28, Note,2
06/20/2012, 14:17:28, Note,3
06/20/2012, 14:17:29, Note,3
06/20/2012, 14:17:29, Note,3
06/20/2012, 14:17:30, Note,3
06/20/2012, 14:17:30, Note,6
06/20/2012, 14:17:31, Note,7
06/20/2012, 14:17:31, Note,5
06/20/2012, 14:17:31, Note,5
06/20/2012, 14:17:31, Note,7
06/20/2012, 14:17:31, Note,5
06/20/2012, 14:17:31, Note,7
06/20/2012, 14:17:36, Switching to instrument 3
06/20/2012, 14:17:36, Note,1
06/20/2012, 14:17:36, Note,2
06/20/2012, 14:17:37, Note,2
06/20/2012, 14:17:38, Note,2
06/20/2012, 14:17:38, Note,2
06/20/2012, 14:17:38, Note,1
06/20/2012, 14:17:38, Switching to instrument 4
06/20/2012, 14:17:39, Note,3
06/20/2012, 14:17:40, Note,3
06/20/2012, 14:17:40, Note,3
06/20/2012, 14:17:40, Note,4
06/20/2012, 14:17:41, Note,3
06/20/2012, 14:17:41, Note,3
06/20/2012, 14:17:41, Note,1
06/20/2012, 14:17:42, Note,2
06/20/2012, 14:17:42, Note,3
06/20/2012, 14:17:42, Note,4
06/20/2012, 14:17:42, Note,5
06/20/2012, 14:17:42, Note,4
06/20/2012, 14:17:43, Note,1
06/20/2012, 14:17:44, Note,1
06/20/2012, 14:17:44, Switching to noises
06/20/2012, 14:17:45, Note,2
06/20/2012, 14:17:46, Note,4
06/20/2012, 14:17:46, Note,4
06/20/2012, 14:17:46, Note,5
06/20/2012, 14:17:48, Note,2
06/20/2012, 14:17:48, Note,3
06/20/2012, 14:17:49, Note,4
06/20/2012, 14:17:49, Note,5
06/20/2012, 14:17:49, Note,6
06/20/2012, 14:17:50, Note,7
06/20/2012, 14:17:51, Note,6
06/20/2012, 14:17:51, Note,7
06/20/2012, 14:17:52, Note,6
06/20/2012, 14:17:52, Note,5
06/20/2012, 14:17:53, Note,4
06/20/2012, 14:17:53, Note,3
06/20/2012, 14:17:54, Note,2
06/20/2012, 14:17:55, Note,1
06/20/2012, 14:17:55, Switching to instrument 0
06/20/2012, 14:17:57, Note,4
06/20/2012, 14:17:57, Note,5
06/20/2012, 14:17:58, Note,6
06/20/2012, 14:17:58, Note,7
06/20/2012, 14:17:59, Note,1
06/20/2012, 14:17:59, Note,1
06/20/2012, 14:17:59, Note,2
06/20/2012, 14:17:59, Note,4
06/20/2012, 14:17:59, Note,5
06/20/2012, 14:17:59, Note,5
06/20/2012, 14:18:00, Note,2
06/20/2012, 14:18:00, Note,3
06/20/2012, 14:18:00, Note,2
06/20/2012, 14:18:00, Note,4
06/20/2012, 14:18:00, Note,1
06/20/2012, 14:18:00, Note,5
06/20/2012, 14:18:00, Note,5
06/20/2012, 14:18:00, Note,2
06/20/2012, 14:18:00, Note,4
06/20/2012, 14:18:01, Note,4
06/20/2012, 14:18:04, Note,6
06/20/2012, 14:18:04, Note,1
06/20/2012, 14:18:04, Note,4
06/20/2012, 14:18:04, Note,5
06/20/2012, 14:18:05, Note,1
06/20/2012, 14:18:06, Note,2
06/20/2012, 14:18:06, Note,4
06/20/2012, 14:18:07, Note,1
06/20/2012, 14:18:07, Note,3
06/20/2012, 14:18:07, Note,2
06/20/2012, 14:18:08, Note,2
06/20/2012, 14:18:08, Note,4
06/20/2012, 14:18:08, Note,2
06/20/2012, 14:18:08, Note,5
06/20/2012, 14:18:08, Note,2
06/20/2012, 14:18:09, Note,5
06/20/2012, 14:18:09, Note,4
06/20/2012, 14:18:09, Note,3
06/20/2012, 14:18:10, Note,6
06/20/2012, 14:18:10, Note,4
06/20/2012, 14:18:10, Note,1
06/20/2012, 14:18:11, Note,3
06/20/2012, 14:18:11, Note,3
06/20/2012, 14:18:11, Note,5
06/20/2012, 14:18:12, Note,3
06/20/2012, 14:18:12, Note,6
06/20/2012, 14:18:12, Note,4
06/20/2012, 14:18:13, Note,2
06/20/2012, 14:18:15, Note,4
06/20/2012, 14:18:15, Note,6
06/20/2012, 14:18:15, Note,5
06/20/2012, 14:18:16, Note,5
06/20/2012, 14:18:16, Note,6
06/20/2012, 14:18:16, Note,4
06/20/2012, 14:18:16, Note,1
06/20/2012, 14:18:16, Note,2
06/20/2012, 14:18:17, Note,6
06/20/2012, 14:18:17, Switching to instrument 1
06/20/2012, 14:18:19, Note,1
06/20/2012, 14:18:20, Note,4
06/20/2012, 14:18:20, Note,3
06/20/2012, 14:18:20, Note,2
06/20/2012, 14:18:20, Note,5
06/20/2012, 14:18:20, Note,4
06/20/2012, 14:18:20, Note,3
06/20/2012, 14:18:20, Note,2
06/20/2012, 14:18:21, Note,5
06/20/2012, 14:18:21, Note,4
06/20/2012, 14:18:21, Note,3
06/20/2012, 14:18:21, Note,2
06/20/2012, 14:18:21, Note,1
06/20/2012, 14:18:21, Note,7
06/20/2012, 14:18:21, Note,6
06/20/2012, 14:18:21, Note,5
06/20/2012, 14:18:22, Note,4
06/20/2012, 14:18:22, Note,3
06/20/2012, 14:18:22, Note,2
06/20/2012, 14:18:22, Note,6
06/20/2012, 14:18:22, Note,5
06/20/2012, 14:18:22, Note,3
06/20/2012, 14:18:22, Note,6
06/20/2012, 14:18:23, Note,4
06/20/2012, 14:18:23, Note,3
06/20/2012, 14:18:23, Note,6
06/20/2012, 14:18:23, Note,5
06/20/2012, 14:18:23, Note,4
06/20/2012, 14:18:23, Note,3
06/20/2012, 14:18:23, Note,2
06/20/2012, 14:18:23, Note,6
06/20/2012, 14:18:23, Note,5
06/20/2012, 14:18:24, Note,4
06/20/2012, 14:18:24, Note,3
06/20/2012, 14:18:24, Note,2
06/20/2012, 14:18:24, Switching to instrument 2
06/20/2012, 14:18:24, Note,1
06/20/2012, 14:18:26, Note,4
06/20/2012, 14:18:26, Note,5
06/20/2012, 14:18:26, Note,2
06/20/2012, 14:18:27, Note,4
06/20/2012, 14:18:27, Note,5
06/20/2012, 14:18:27, Note,6
06/20/2012, 14:18:27, Note,7
06/20/2012, 14:18:27, Note,2
06/20/2012, 14:18:27, Note,3
06/20/2012, 14:18:27, Note,4
06/20/2012, 14:18:28, Note,5
06/20/2012, 14:18:28, Note,2
06/20/2012, 14:18:28, Note,3
06/20/2012, 14:18:28, Note,5
06/20/2012, 14:18:28, Note,6
06/20/2012, 14:18:29, Note,3
06/20/2012, 14:18:29, Note,4
06/20/2012, 14:18:29, Note,5
06/20/2012, 14:18:29, Note,6
06/20/2012, 14:18:29, Note,2
06/20/2012, 14:18:29, Note,3
06/20/2012, 14:18:29, Note,4
06/20/2012, 14:18:29, Note,6
06/20/2012, 14:18:30, Note,4
06/20/2012, 14:18:30, Note,5
06/20/2012, 14:18:31, Note,5
06/20/2012, 14:18:31, Note,6
06/20/2012, 14:18:31, Note,7
06/20/2012, 14:18:41, Screen Saver
06/20/2012, 14:18:52, Screen Saver
06/20/2012, 14:18:58, Note,5
06/20/2012, 14:19:02, Note,5
06/20/2012, 14:19:13, Screen Saver
06/20/2012, 14:19:24, Screen Saver
06/20/2012, 14:19:35, Screen Saver
06/20/2012, 14:19:46, Screen Saver
06/20/2012, 14:19:57, Screen Saver
06/20/2012, 14:20:08, Screen Saver
06/20/2012, 14:20:14, Note,5
06/20/2012, 14:20:14, Note,6
06/20/2012, 14:20:14, Note,5
06/20/2012, 14:20:14, Note,2
06/20/2012, 14:20:15, Note,6
06/20/2012, 14:20:15, Note,5
06/20/2012, 14:20:15, Note,4
06/20/2012, 14:20:15, Note,3
06/20/2012, 14:20:15, Note,2
06/20/2012, 14:20:15, Note,1
06/20/2012, 14:20:15, Note,7
06/20/2012, 14:20:15, Note,6
06/20/2012, 14:20:15, Note,5
06/20/2012, 14:20:15, Note,4
06/20/2012, 14:20:16, Note,2
06/20/2012, 14:20:16, Note,3
06/20/2012, 14:20:17, Note,1
06/20/2012, 14:20:17, Note,2
06/20/2012, 14:20:17, Note,3
06/20/2012, 14:20:17, Note,4
06/20/2012, 14:20:17, Note,2
06/20/2012, 14:20:17, Note,6
06/20/2012, 14:20:17, Note,4
06/20/2012, 14:20:17, Note,5
06/20/2012, 14:20:18, Note,7
06/20/2012, 14:20:19, Note,6
06/20/2012, 14:20:19, Note,7
06/20/2012, 14:20:19, Note,5
06/20/2012, 14:20:19, Note,5
06/20/2012, 14:20:19, Note,4
06/20/2012, 14:20:20, Note,3
06/20/2012, 14:20:20, Note,2
06/20/2012, 14:20:21, Switching to instrument 3
06/20/2012, 14:20:22, Note,2
06/20/2012, 14:20:22, Note,2
06/20/2012, 14:20:22, Note,3
06/20/2012, 14:20:22, Note,5
06/20/2012, 14:20:22, Note,6
06/20/2012, 14:20:23, Note,5
06/20/2012, 14:20:23, Note,6
06/20/2012, 14:20:23, Note,5
06/20/2012, 14:20:23, Note,6
06/20/2012, 14:20:23, Note,7
06/20/2012, 14:20:24, Note,5
06/20/2012, 14:20:24, Note,6
06/20/2012, 14:20:24, Note,7
06/20/2012, 14:20:24, Note,3
06/20/2012, 14:20:24, Note,4
06/20/2012, 14:20:24, Note,5
06/20/2012, 14:20:25, Note,2
06/20/2012, 14:20:25, Note,3
06/20/2012, 14:20:25, Note,4
06/20/2012, 14:20:25, Note,6
06/20/2012, 14:20:25, Note,2
06/20/2012, 14:20:25, Note,3
06/20/2012, 14:20:25, Note,4
06/20/2012, 14:20:26, Note,2
06/20/2012, 14:20:26, Switching to instrument 4
06/20/2012, 14:20:27, Note,1
06/20/2012, 14:20:27, Note,2
06/20/2012, 14:20:27, Note,3
06/20/2012, 14:20:28, Note,4
06/20/2012, 14:20:28, Note,2
06/20/2012, 14:20:28, Note,1
06/20/2012, 14:20:28, Note,2
06/20/2012, 14:20:28, Note,5
06/20/2012, 14:20:28, Note,4
06/20/2012, 14:20:28, Note,5
06/20/2012, 14:20:28, Note,6
06/20/2012, 14:20:28, Note,6
06/20/2012, 14:20:29, Note,6
06/20/2012, 14:20:29, Note,6
06/20/2012, 14:20:29, Note,6
06/20/2012, 14:20:29, Note,4
06/20/2012, 14:20:29, Note,7
06/20/2012, 14:20:29, Note,7
06/20/2012, 14:20:29, Note,6
06/20/2012, 14:20:30, Note,5
06/20/2012, 14:20:30, Note,4
06/20/2012, 14:20:30, Note,4
06/20/2012, 14:20:30, Note,4
06/20/2012, 14:20:30, Note,5
06/20/2012, 14:20:35, Note,5
06/20/2012, 14:20:46, Screen Saver
06/20/2012, 14:20:57, Screen Saver
06/20/2012, 14:21:08, Screen Saver
06/20/2012, 14:21:17, Note,5
06/20/2012, 14:21:28, Screen Saver
06/20/2012, 14:21:32, Note,4
06/20/2012, 14:21:42, Screen Saver
06/20/2012, 14:21:53, Screen Saver
06/20/2012, 14:22:04, Screen Saver
06/20/2012, 14:22:15, Screen Saver
06/20/2012, 14:22:26, Screen Saver
06/20/2012, 14:22:28, Note,5
06/20/2012, 14:22:33, Note,5
06/20/2012, 14:22:42, Note,4
06/20/2012, 14:22:42, Note,4
06/20/2012, 14:22:45, Note,1
06/20/2012, 14:22:46, Note,2
06/20/2012, 14:22:47, Note,3
06/20/2012, 14:22:47, Note,3
06/20/2012, 14:22:48, Note,4
06/20/2012, 14:22:48, Note,5
06/20/2012, 14:22:48, Note,6
06/20/2012, 14:22:57, Note,5
06/20/2012, 14:23:08, Screen Saver
06/20/2012, 14:23:19, Screen Saver
06/20/2012, 14:23:26, Note,5
06/20/2012, 14:23:33, Note,5
06/20/2012, 14:23:38, Note,5
06/20/2012, 14:23:44, Note,5
06/20/2012, 14:23:54, Screen Saver
06/20/2012, 14:24:05, Screen Saver
06/20/2012, 14:24:05, Note,1
06/20/2012, 14:24:06, Note,2
06/20/2012, 14:24:06, Note,3
06/20/2012, 14:24:07, Note,4
06/20/2012, 14:24:07, Note,5
06/20/2012, 14:24:07, Note,4
06/20/2012, 14:24:07, Note,6
06/20/2012, 14:24:07, Note,5
06/20/2012, 14:24:07, Note,7
06/20/2012, 14:24:08, Note,6
06/20/2012, 14:24:09, Note,4
06/20/2012, 14:24:10, Note,6
06/20/2012, 14:24:10, Note,7
06/20/2012, 14:24:12, Note,7
06/20/2012, 14:24:13, Note,6
06/20/2012, 14:24:13, Note,6
06/20/2012, 14:24:13, Note,7
06/20/2012, 14:24:13, Note,7
06/20/2012, 14:24:13, Note,5
06/20/2012, 14:24:14, Note,4
06/20/2012, 14:24:14, Note,5
06/20/2012, 14:24:14, Note,6
06/20/2012, 14:24:14, Note,7
06/20/2012, 14:24:14, Note,6
06/20/2012, 14:24:14, Note,5
06/20/2012, 14:24:14, Note,2
06/20/2012, 14:24:15, Note,1
06/20/2012, 14:24:15, Note,2
06/20/2012, 14:24:15, Note,2
06/20/2012, 14:24:15, Note,1
06/20/2012, 14:24:15, Note,2
06/20/2012, 14:24:26, Screen Saver
06/20/2012, 14:24:37, Screen Saver
06/20/2012, 14:24:48, Screen Saver
06/20/2012, 14:24:57, Note,5
06/20/2012, 14:25:07, Screen Saver
06/20/2012, 14:25:18, Screen Saver
06/20/2012, 14:25:29, Screen Saver
06/20/2012, 14:25:40, Screen Saver
06/20/2012, 14:25:46, Note,5
06/20/2012, 14:25:47, Note,5
06/20/2012, 14:25:58, Screen Saver
06/20/2012, 14:26:09, Screen Saver
06/20/2012, 14:26:12, Note,5
06/20/2012, 14:26:23, Screen Saver
06/20/2012, 14:26:34, Screen Saver
06/20/2012, 14:26:45, Screen Saver
06/20/2012, 14:26:56, Screen Saver
06/20/2012, 14:27:07, Screen Saver
06/20/2012, 14:27:18, Screen Saver
06/20/2012, 14:27:29, Screen Saver
06/20/2012, 14:27:31, Note,4
06/20/2012, 14:27:42, Screen Saver
06/20/2012, 14:27:53, Screen Saver
06/20/2012, 14:28:04, Screen Saver
06/20/2012, 14:28:15, Screen Saver
06/20/2012, 14:28:26, Screen Saver
06/20/2012, 14:28:37, Screen Saver
06/20/2012, 14:28:48, Screen Saver
06/20/2012, 14:28:59, Screen Saver
06/20/2012, 14:29:06, Note,5
06/20/2012, 14:29:15, Note,5
06/20/2012, 14:29:25, Screen Saver
06/20/2012, 14:29:36, Screen Saver
06/20/2012, 14:29:47, Screen Saver
06/20/2012, 14:29:58, Screen Saver
06/20/2012, 14:30:09, Screen Saver
06/20/2012, 14:30:09, Note,4
06/20/2012, 14:30:18, Note,5
06/20/2012, 14:30:18, Note,5
06/20/2012, 14:30:18, Note,5
06/20/2012, 14:30:28, Screen Saver
06/20/2012, 14:30:39, Screen Saver
06/20/2012, 14:30:45, Note,5
06/20/2012, 14:30:55, Screen Saver
06/20/2012, 14:31:06, Screen Saver
06/20/2012, 14:31:17, Note,5
06/20/2012, 14:31:27, Screen Saver
06/20/2012, 14:31:38, Screen Saver
06/20/2012, 14:31:38, Note,7
06/20/2012, 14:31:39, Note,6
06/20/2012, 14:31:40, Note,5
06/20/2012, 14:31:41, Note,3
06/20/2012, 14:31:41, Note,3
06/20/2012, 14:31:42, Note,1
06/20/2012, 14:31:43, Note,1
06/20/2012, 14:31:43, Note,2
06/20/2012, 14:31:43, Note,1
06/20/2012, 14:31:43, Note,1
06/20/2012, 14:31:44, Note,1
06/20/2012, 14:31:47, Note,1
06/20/2012, 14:31:47, Note,1
06/20/2012, 14:31:48, Note,1
06/20/2012, 14:31:49, Note,2
06/20/2012, 14:31:50, Note,2
06/20/2012, 14:31:50, Note,2
06/20/2012, 14:31:52, Note,3
06/20/2012, 14:31:54, Note,4
06/20/2012, 14:31:55, Note,4
06/20/2012, 14:31:55, Note,4
06/20/2012, 14:31:57, Note,5
06/20/2012, 14:31:59, Note,5
06/20/2012, 14:32:00, Note,5
06/20/2012, 14:32:05, Note,6
06/20/2012, 14:32:07, Note,6
06/20/2012, 14:32:09, Note,7
06/20/2012, 14:32:09, Note,7
06/20/2012, 14:32:11, Note,7
06/20/2012, 14:32:11, Note,7
06/20/2012, 14:32:12, Note,7
06/20/2012, 14:32:12, Note,7
06/20/2012, 14:32:15, Note,5
06/20/2012, 14:32:15, Note,5
06/20/2012, 14:32:21, Note,7
06/20/2012, 14:32:21, Note,7
06/20/2012, 14:32:22, Note,7
06/20/2012, 14:32:22, Note,7
06/20/2012, 14:32:23, Note,7
06/20/2012, 14:32:31, Note,5
06/20/2012, 14:32:41, Screen Saver
06/20/2012, 14:32:52, Screen Saver
06/20/2012, 14:33:03, Screen Saver
06/20/2012, 14:33:14, Screen Saver
06/20/2012, 14:33:24, Note,5
06/20/2012, 14:33:34, Screen Saver
06/20/2012, 14:33:42, Note,5
06/20/2012, 14:33:52, Screen Saver
06/20/2012, 14:34:03, Screen Saver
06/20/2012, 14:34:11, Note,5
06/20/2012, 14:34:21, Screen Saver
06/20/2012, 14:34:33, Screen Saver
06/20/2012, 14:34:44, Screen Saver
06/20/2012, 14:34:55, Screen Saver
06/20/2012, 14:35:06, Screen Saver
06/20/2012, 14:35:17, Screen Saver
06/20/2012, 14:35:28, Screen Saver
06/20/2012, 14:35:39, Screen Saver
06/20/2012, 14:35:50, Screen Saver
06/20/2012, 14:36:01, Screen Saver
06/20/2012, 14:36:12, Screen Saver
06/20/2012, 14:36:16, Note,2
06/20/2012, 14:36:17, Note,4
06/20/2012, 14:36:19, Note,2
06/20/2012, 14:36:19, Note,2
06/20/2012, 14:36:19, Note,5
06/20/2012, 14:36:20, Note,4
06/20/2012, 14:36:24, Note,5
06/20/2012, 14:36:28, Note,2
06/20/2012, 14:36:29, Note,5
06/20/2012, 14:36:29, Note,5
06/20/2012, 14:36:32, Note,3
06/20/2012, 14:36:32, Note,4
06/20/2012, 14:36:33, Note,5
06/20/2012, 14:36:33, Note,6
06/20/2012, 14:36:33, Note,6
06/20/2012, 14:36:37, Note,5
06/20/2012, 14:36:40, Note,2
06/20/2012, 14:36:41, Note,4
06/20/2012, 14:36:42, Note,5
06/20/2012, 14:36:44, Note,2
06/20/2012, 14:36:45, Note,5
06/20/2012, 14:36:45, Note,5
06/20/2012, 14:36:51, Note,4
06/20/2012, 14:36:51, Note,7
06/20/2012, 14:36:52, Note,6
06/20/2012, 14:36:52, Note,4
06/20/2012, 14:36:52, Note,4
06/20/2012, 14:36:53, Note,6
06/20/2012, 14:36:53, Note,7
06/20/2012, 14:37:04, Screen Saver
06/20/2012, 14:37:15, Screen Saver
06/20/2012, 14:37:18, Note,5
06/20/2012, 14:37:28, Screen Saver
06/20/2012, 14:37:39, Screen Saver
06/20/2012, 14:37:50, Screen Saver
06/20/2012, 14:37:57, Note,7
06/20/2012, 14:37:58, Note,7
06/20/2012, 14:37:58, Note,7
06/20/2012, 14:37:58, Note,7
06/20/2012, 14:37:58, Note,6
06/20/2012, 14:37:58, Note,5
06/20/2012, 14:37:59, Note,6
06/20/2012, 14:38:00, Note,7
06/20/2012, 14:38:01, Note,7
06/20/2012, 14:38:01, Note,6
06/20/2012, 14:38:02, Note,7
06/20/2012, 14:38:02, Note,5
06/20/2012, 14:38:02, Note,7
06/20/2012, 14:38:02, Note,6
06/20/2012, 14:38:02, Note,4
06/20/2012, 14:38:03, Note,6
06/20/2012, 14:38:03, Note,3
06/20/2012, 14:38:03, Note,2
06/20/2012, 14:38:03, Note,4
06/20/2012, 14:38:04, Note,3
06/20/2012, 14:38:04, Note,5
06/20/2012, 14:38:04, Note,3
06/20/2012, 14:38:04, Note,6
06/20/2012, 14:38:04, Note,4
06/20/2012, 14:38:04, Note,5
06/20/2012, 14:38:04, Note,7
06/20/2012, 14:38:04, Note,4
06/20/2012, 14:38:05, Note,5
06/20/2012, 14:38:05, Note,6
06/20/2012, 14:38:05, Note,7
06/20/2012, 14:38:05, Note,7
06/20/2012, 14:38:05, Note,5
06/20/2012, 14:38:05, Note,4
06/20/2012, 14:38:05, Note,6
06/20/2012, 14:38:05, Note,5
06/20/2012, 14:38:06, Note,2
06/20/2012, 14:38:06, Note,3
06/20/2012, 14:38:06, Note,4
06/20/2012, 14:38:06, Note,5
06/20/2012, 14:38:06, Note,2
06/20/2012, 14:38:06, Note,5
06/20/2012, 14:38:06, Note,3
06/20/2012, 14:38:06, Note,5
06/20/2012, 14:38:06, Note,4
06/20/2012, 14:38:06, Note,2
06/20/2012, 14:38:07, Note,5
06/20/2012, 14:38:07, Note,4
06/20/2012, 14:38:07, Note,1
06/20/2012, 14:38:07, Note,3
06/20/2012, 14:38:07, Note,1
06/20/2012, 14:38:07, Note,2
06/20/2012, 14:38:07, Note,3
06/20/2012, 14:38:07, Note,2
06/20/2012, 14:38:07, Note,2
06/20/2012, 14:38:07, Note,2
06/20/2012, 14:38:08, Note,1
06/20/2012, 14:38:09, Switching to noises
06/20/2012, 14:38:10, Note,1
06/20/2012, 14:38:10, Note,2
06/20/2012, 14:38:12, Note,1
06/20/2012, 14:38:12, Note,3
06/20/2012, 14:38:12, Note,3
06/20/2012, 14:38:13, Switching to instrument 0
06/20/2012, 14:38:14, Switching to instrument 1
06/20/2012, 14:38:15, Switching to instrument 2
06/20/2012, 14:38:16, Switching to instrument 3
06/20/2012, 14:38:16, Switching to instrument 4
06/20/2012, 14:38:16, Note,7
06/20/2012, 14:38:17, Note,6
06/20/2012, 14:38:17, Switching to noises
06/20/2012, 14:38:17, Note,5
06/20/2012, 14:38:17, Note,4
06/20/2012, 14:38:17, Note,3
06/20/2012, 14:38:17, Note,2
06/20/2012, 14:38:17, Switching to instrument 0
06/20/2012, 14:38:17, Note,2
06/20/2012, 14:38:17, Note,3
06/20/2012, 14:38:17, Note,4
06/20/2012, 14:38:17, Note,5
06/20/2012, 14:38:17, Note,6
06/20/2012, 14:38:17, Note,5
06/20/2012, 14:38:18, Note,4
06/20/2012, 14:38:18, Note,3
06/20/2012, 14:38:19, Note,2
06/20/2012, 14:38:19, Note,2
06/20/2012, 14:38:19, Note,2
06/20/2012, 14:38:19, Note,3
06/20/2012, 14:38:19, Note,2
06/20/2012, 14:38:20, Note,6
06/20/2012, 14:38:20, Note,4
06/20/2012, 14:38:20, Note,2
06/20/2012, 14:38:20, Note,4
06/20/2012, 14:38:20, Note,6
06/20/2012, 14:38:20, Note,3
06/20/2012, 14:38:20, Note,4
06/20/2012, 14:38:20, Note,6
06/20/2012, 14:38:20, Note,5
06/20/2012, 14:38:21, Note,5
06/20/2012, 14:38:21, Note,6
06/20/2012, 14:38:21, Note,4
06/20/2012, 14:38:21, Note,6
06/20/2012, 14:38:21, Note,5
06/20/2012, 14:38:21, Note,5
06/20/2012, 14:38:21, Note,2
06/20/2012, 14:38:21, Note,5
06/20/2012, 14:38:21, Switching to instrument 1
06/20/2012, 14:38:21, Note,7
06/20/2012, 14:38:21, Note,4
06/20/2012, 14:38:21, Note,6
06/20/2012, 14:38:22, Switching to instrument 2
06/20/2012, 14:38:22, Note,5
06/20/2012, 14:38:22, Note,4
06/20/2012, 14:38:22, Note,4
06/20/2012, 14:38:22, Note,6
06/20/2012, 14:38:23, Note,4
06/20/2012, 14:38:23, Switching to instrument 3
06/20/2012, 14:38:23, Note,6
06/20/2012, 14:38:23, Note,5
06/20/2012, 14:38:23, Note,4
06/20/2012, 14:38:23, Note,7
06/20/2012, 14:38:23, Switching to instrument 4
06/20/2012, 14:38:23, Note,4
06/20/2012, 14:38:24, Note,4
06/20/2012, 14:38:24, Note,6
06/20/2012, 14:38:24, Note,7
06/20/2012, 14:38:24, Switching to noises
06/20/2012, 14:38:24, Note,4
06/20/2012, 14:38:24, Note,7
06/20/2012, 14:38:24, Note,6
06/20/2012, 14:38:24, Note,4
06/20/2012, 14:38:24, Switching to instrument 0
06/20/2012, 14:38:24, Note,4
06/20/2012, 14:38:24, Note,6
06/20/2012, 14:38:25, Note,3
06/20/2012, 14:38:25, Switching to instrument 1
06/20/2012, 14:38:25, Note,7
06/20/2012, 14:38:25, Note,3
06/20/2012, 14:38:25, Switching to instrument 2
06/20/2012, 14:38:25, Note,6
06/20/2012, 14:38:25, Note,2
06/20/2012, 14:38:26, Note,3
06/20/2012, 14:38:26, Note,4
06/20/2012, 14:38:27, Note,1
06/20/2012, 14:38:27, Note,2
06/20/2012, 14:38:27, Note,1
06/20/2012, 14:38:27, Note,2
06/20/2012, 14:38:27, Note,2
06/20/2012, 14:38:28, Note,1
06/20/2012, 14:38:29, Note,1
06/20/2012, 14:38:29, Note,1
06/20/2012, 14:38:30, Note,2
06/20/2012, 14:38:30, Note,7
06/20/2012, 14:38:31, Note,6
06/20/2012, 14:38:31, Note,6
06/20/2012, 14:38:31, Note,7
06/20/2012, 14:38:31, Note,2
06/20/2012, 14:38:31, Note,6
06/20/2012, 14:38:32, Note,6
06/20/2012, 14:38:32, Note,7
06/20/2012, 14:38:35, Note,4
06/20/2012, 14:38:35, Note,3
06/20/2012, 14:38:35, Note,3
06/20/2012, 14:38:36, Note,4
06/20/2012, 14:38:36, Note,2
06/20/2012, 14:38:36, Note,2
