iΩπô•ù’…ïG5
00/00/0000, 00:00:00, Master Init Complete
12/11/2012, 13:42:21, Note,4
12/11/2012, 13:42:22, Note,1
12/11/2012, 13:42:24, Note,5
12/11/2012, 13:42:27, Note,1
12/11/2012, 13:42:28, Note,1
12/11/2012, 13:42:28, Note,1
12/11/2012, 13:42:29, Note,5
12/11/2012, 13:42:34, Note,1
12/11/2012, 13:42:35, Note,1
12/11/2012, 13:42:35, Note,1
12/11/2012, 13:42:36, Note,1
12/11/2012, 13:42:37, Note,5
12/11/2012, 13:42:38, Note,1
12/11/2012, 13:42:38, Note,1
12/11/2012, 13:42:39, Note,4
12/11/2012, 13:42:41, Note,4
12/11/2012, 13:42:44, Note,1
12/11/2012, 13:42:44, Note,1
12/11/2012, 13:42:44, Note,5
12/11/2012, 13:42:44, Note,4
12/11/2012, 13:42:44, Note,4
12/11/2012, 13:42:44, Note,4
12/11/2012, 13:42:48, Note,4
12/11/2012, 13:42:48, Note,1
12/11/2012, 13:42:50, Note,4
12/11/2012, 13:42:50, Note,4
12/11/2012, 13:42:50, Note,4
12/11/2012, 13:42:56, Note,1
12/11/2012, 13:42:59, Note,4
12/11/2012, 13:43:00, Note,4
12/11/2012, 13:43:00, Note,5
12/11/2012, 13:43:02, Note,4
12/11/2012, 13:43:02, Note,4
12/11/2012, 13:43:03, Note,5
12/11/2012, 13:43:03, Note,4
12/11/2012, 13:43:04, Note,5
12/11/2012, 13:43:06, Note,5
12/11/2012, 13:43:06, Note,5
12/11/2012, 13:43:08, Note,1
12/11/2012, 13:43:09, Note,1
12/11/2012, 13:43:10, Note,4
12/11/2012, 13:43:11, Note,4
12/11/2012, 13:43:11, Note,5
12/11/2012, 13:43:13, Note,4
12/11/2012, 13:43:14, Note,4
12/11/2012, 13:43:14, Note,5
12/11/2012, 13:43:14, Note,1
12/11/2012, 13:43:14, Note,4
12/11/2012, 13:43:19, Note,1
12/11/2012, 13:43:23, Note,4
12/11/2012, 13:43:30, Note,4
12/11/2012, 13:43:31, Note,5
12/11/2012, 13:43:40, Note,4
12/11/2012, 13:43:44, Note,4
12/11/2012, 13:43:45, Note,5
12/11/2012, 13:43:46, Note,5
12/11/2012, 13:43:48, Note,5
12/11/2012, 13:43:48, Note,1
12/11/2012, 13:43:52, Note,5
12/11/2012, 13:43:53, Note,5
12/11/2012, 13:43:54, Note,4
12/11/2012, 13:43:57, Note,1
12/11/2012, 13:43:58, Note,4
12/11/2012, 13:43:59, Note,4
12/11/2012, 13:43:59, Note,4
12/11/2012, 13:44:00, Note,4
12/11/2012, 13:44:05, Note,4
12/11/2012, 13:44:05, Note,1
12/11/2012, 13:44:16, Screen Saver
12/11/2012, 13:44:27, Screen Saver
12/11/2012, 13:44:38, Note,4
12/11/2012, 13:44:48, Screen Saver
12/11/2012, 13:44:55, Note,4
12/11/2012, 13:45:05, Note,4
12/11/2012, 13:45:16, Screen Saver
12/11/2012, 13:45:27, Screen Saver
12/11/2012, 13:45:30, Note,4
12/11/2012, 13:45:39, Note,4
12/11/2012, 13:45:49, Note,4
12/11/2012, 13:46:00, Screen Saver
12/11/2012, 13:46:10, Note,4
12/11/2012, 13:46:16, Note,4
12/11/2012, 13:46:27, Screen Saver
12/11/2012, 13:46:38, Screen Saver
12/11/2012, 13:46:38, Note,4
12/11/2012, 13:46:39, Note,1
12/11/2012, 13:46:41, Note,4
12/11/2012, 13:46:41, Note,1
12/11/2012, 13:46:42, Note,1
12/11/2012, 13:46:45, Note,4
12/11/2012, 13:46:49, Note,5
12/11/2012, 13:46:51, Note,1
12/11/2012, 13:46:55, Note,4
12/11/2012, 13:46:57, Note,1
12/11/2012, 13:46:58, Note,1
12/11/2012, 13:46:58, Note,4
12/11/2012, 13:47:03, Note,4
12/11/2012, 13:47:04, Note,4
12/11/2012, 13:47:04, Note,4
12/11/2012, 13:47:04, Note,4
12/11/2012, 13:47:13, Note,4
12/11/2012, 13:47:13, Note,1
12/11/2012, 13:47:15, Note,4
12/11/2012, 13:47:17, Note,1
12/11/2012, 13:47:18, Note,1
12/11/2012, 13:47:22, Note,5
12/11/2012, 13:47:25, Note,4
12/11/2012, 13:47:27, Note,1
12/11/2012, 13:47:29, Note,1
12/11/2012, 13:47:37, Note,4
12/11/2012, 13:47:39, Note,1
12/11/2012, 13:47:44, Note,5
12/11/2012, 13:47:45, Note,5
12/11/2012, 13:47:45, Note,5
12/11/2012, 13:47:46, Note,4
12/11/2012, 13:47:51, Note,1
12/11/2012, 13:47:56, Note,1
12/11/2012, 13:47:56, Note,5
12/11/2012, 13:47:58, Note,4
12/11/2012, 13:48:01, Note,4
12/11/2012, 13:48:01, Note,5
12/11/2012, 13:48:01, Note,5
12/11/2012, 13:48:01, Note,4
12/11/2012, 13:48:08, Note,5
12/11/2012, 13:48:09, Note,1
12/11/2012, 13:48:11, Note,5
12/11/2012, 13:48:14, Note,1
12/11/2012, 13:48:15, Note,5
12/11/2012, 13:48:21, Note,4
12/11/2012, 13:48:24, Note,4
12/11/2012, 13:48:25, Note,1
12/11/2012, 13:48:28, Note,1
12/11/2012, 13:48:30, Note,1
12/11/2012, 13:48:40, Note,4
12/11/2012, 13:48:45, Note,1
12/11/2012, 13:48:56, Screen Saver
12/11/2012, 13:49:01, Note,4
12/11/2012, 13:49:07, Note,1
12/11/2012, 13:49:11, Note,1
12/11/2012, 13:49:11, Note,1
12/11/2012, 13:49:14, Note,4
12/11/2012, 13:49:16, Note,1
12/11/2012, 13:49:23, Note,1
12/11/2012, 13:49:33, Screen Saver
12/11/2012, 13:49:36, Note,4
12/11/2012, 13:49:39, Note,4
12/11/2012, 13:49:47, Note,4
12/11/2012, 13:49:48, Note,4
12/11/2012, 13:49:53, Note,4
12/11/2012, 13:49:58, Note,4
12/11/2012, 13:50:00, Note,4
12/11/2012, 13:50:01, Note,5
12/11/2012, 13:50:03, Note,5
12/11/2012, 13:50:03, Note,1
12/11/2012, 13:50:13, Screen Saver
12/11/2012, 13:50:13, Note,4
12/11/2012, 13:50:18, Note,1
12/11/2012, 13:50:21, Note,5
12/11/2012, 13:50:26, Note,4
12/11/2012, 13:50:31, Note,1
12/11/2012, 13:50:34, Note,4
12/11/2012, 13:50:35, Note,5
12/11/2012, 13:50:36, Note,4
12/11/2012, 13:50:45, Note,4
12/11/2012, 13:50:45, Note,5
12/11/2012, 13:50:46, Note,4
12/11/2012, 13:50:51, Note,4
12/11/2012, 13:50:52, Note,5
12/11/2012, 13:51:00, Note,4
12/11/2012, 13:51:00, Note,1
12/11/2012, 13:51:07, Note,1
12/11/2012, 13:51:08, Note,1
12/11/2012, 13:51:10, Note,4
12/11/2012, 13:51:10, Note,1
12/11/2012, 13:51:10, Note,1
12/11/2012, 13:51:20, Screen Saver
12/11/2012, 13:51:20, Note,4
12/11/2012, 13:51:20, Note,4
12/11/2012, 13:51:30, Note,4
12/11/2012, 13:51:38, Note,4
12/11/2012, 13:51:45, Note,5
12/11/2012, 13:51:52, Note,1
12/11/2012, 13:51:56, Note,4
12/11/2012, 13:51:56, Note,1
12/11/2012, 13:52:02, Note,4
12/11/2012, 13:52:07, Note,4
12/11/2012, 13:52:07, Note,4
12/11/2012, 13:52:07, Note,1
12/11/2012, 13:52:09, Note,5
12/11/2012, 13:52:16, Note,4
12/11/2012, 13:52:26, Screen Saver
12/11/2012, 13:52:32, Note,5
12/11/2012, 13:52:35, Note,4
12/11/2012, 13:52:37, Note,1
12/11/2012, 13:52:48, Screen Saver
12/11/2012, 13:52:59, Note,4
12/11/2012, 13:53:00, Note,1
12/11/2012, 13:53:08, Note,4
12/11/2012, 13:53:08, Note,4
12/11/2012, 13:53:13, Note,4
12/11/2012, 13:53:13, Note,1
12/11/2012, 13:53:20, Note,4
12/11/2012, 13:53:20, Note,1
12/11/2012, 13:53:20, Note,5
12/11/2012, 13:53:24, Note,1
12/11/2012, 13:53:25, Note,4
12/11/2012, 13:53:33, Note,4
12/11/2012, 13:53:36, Note,4
12/11/2012, 13:53:37, Note,4
12/11/2012, 13:53:40, Note,5
12/11/2012, 13:53:51, Screen Saver
12/11/2012, 13:53:55, Note,4
12/11/2012, 13:53:58, Note,4
12/11/2012, 13:53:58, Note,4
12/11/2012, 13:54:09, Screen Saver
12/11/2012, 13:54:09, Note,4
12/11/2012, 13:54:15, Note,4
12/11/2012, 13:54:21, Note,4
12/11/2012, 13:54:29, Note,4
12/11/2012, 13:54:29, Note,1
12/11/2012, 13:54:29, Note,1
12/11/2012, 13:54:34, Note,4
12/11/2012, 13:54:43, Note,4
12/11/2012, 13:54:44, Note,4
12/11/2012, 13:54:47, Note,4
12/11/2012, 13:54:48, Note,4
12/11/2012, 13:54:54, Note,1
12/11/2012, 13:55:01, Note,5
12/11/2012, 13:55:01, Note,4
12/11/2012, 13:55:08, Note,4
12/11/2012, 13:55:08, Note,5
12/11/2012, 13:55:12, Note,4
12/11/2012, 13:55:16, Note,4
12/11/2012, 13:55:18, Note,4
12/11/2012, 13:55:20, Note,5
12/11/2012, 13:55:21, Note,4
12/11/2012, 13:55:22, Note,4
12/11/2012, 13:55:28, Note,4
12/11/2012, 13:55:31, Note,5
12/11/2012, 13:55:36, Note,1
12/11/2012, 13:55:46, Note,1
12/11/2012, 13:55:49, Note,4
12/11/2012, 13:55:51, Note,4
12/11/2012, 13:55:51, Note,1
12/11/2012, 13:56:02, Screen Saver
12/11/2012, 13:56:08, Note,5
12/11/2012, 13:56:12, Note,4
12/11/2012, 13:56:14, Note,1
12/11/2012, 13:56:17, Note,4
12/11/2012, 13:56:20, Note,1
12/11/2012, 13:56:21, Note,1
12/11/2012, 13:56:22, Note,2
12/11/2012, 13:56:23, Note,1
12/11/2012, 13:56:23, Note,1
12/11/2012, 13:56:23, Note,2
12/11/2012, 13:56:23, Note,1
12/11/2012, 13:56:23, Note,1
12/11/2012, 13:56:23, Note,1
12/11/2012, 13:56:23, Note,2
12/11/2012, 13:56:24, Note,1
12/11/2012, 13:56:24, Note,1
12/11/2012, 13:56:24, Note,2
12/11/2012, 13:56:24, Note,5
12/11/2012, 13:56:25, Note,7
12/11/2012, 13:56:25, Note,4
12/11/2012, 13:56:25, Note,5
12/11/2012, 13:56:25, Note,8
12/11/2012, 13:56:25, Note,8
12/11/2012, 13:56:25, Note,8
12/11/2012, 13:56:25, Note,7
12/11/2012, 13:56:25, Note,6
12/11/2012, 13:56:26, Note,5
12/11/2012, 13:56:26, Note,4
12/11/2012, 13:56:26, Note,4
12/11/2012, 13:56:27, Note,2
12/11/2012, 13:56:28, Note,1
12/11/2012, 13:56:28, Switching to noises
12/11/2012, 13:56:28, Note,4
12/11/2012, 13:56:29, Note,1
12/11/2012, 13:56:30, Note,2
12/11/2012, 13:56:30, Note,1
12/11/2012, 13:56:31, Note,1
12/11/2012, 13:56:34, Note,4
12/11/2012, 13:56:36, Note,8
12/11/2012, 13:56:36, Note,5
12/11/2012, 13:56:36, Note,5
12/11/2012, 13:56:36, Note,4
12/11/2012, 13:56:36, Note,2
12/11/2012, 13:56:36, Note,1
12/11/2012, 13:56:37, Note,2
12/11/2012, 13:56:37, Note,2
12/11/2012, 13:56:37, Note,4
12/11/2012, 13:56:37, Note,5
12/11/2012, 13:56:37, Note,7
12/11/2012, 13:56:37, Note,8
12/11/2012, 13:56:38, Note,4
12/11/2012, 13:56:38, Note,8
12/11/2012, 13:56:38, Note,7
12/11/2012, 13:56:39, Note,6
12/11/2012, 13:56:39, Note,5
12/11/2012, 13:56:39, Note,1
12/11/2012, 13:56:39, Note,2
12/11/2012, 13:56:39, Note,1
12/11/2012, 13:56:39, Note,2
12/11/2012, 13:56:39, Note,1
12/11/2012, 13:56:39, Note,1
12/11/2012, 13:56:40, Note,1
12/11/2012, 13:56:40, Note,2
12/11/2012, 13:56:41, Note,4
12/11/2012, 13:56:41, Note,5
12/11/2012, 13:56:41, Note,6
12/11/2012, 13:56:41, Note,7
12/11/2012, 13:56:41, Note,7
12/11/2012, 13:56:41, Note,8
12/11/2012, 13:56:41, Note,1
12/11/2012, 13:56:42, Note,8
12/11/2012, 13:56:42, Note,7
12/11/2012, 13:56:42, Note,6
12/11/2012, 13:56:42, Note,5
12/11/2012, 13:56:42, Note,1
12/11/2012, 13:56:42, Note,4
12/11/2012, 13:56:42, Note,2
12/11/2012, 13:56:42, Note,1
12/11/2012, 13:56:42, Note,1
12/11/2012, 13:56:42, Note,1
12/11/2012, 13:56:43, Note,1
12/11/2012, 13:56:43, Note,2
12/11/2012, 13:56:43, Note,1
12/11/2012, 13:56:43, Note,5
12/11/2012, 13:56:43, Note,6
12/11/2012, 13:56:43, Note,8
12/11/2012, 13:56:43, Note,1
12/11/2012, 13:56:44, Note,1
12/11/2012, 13:56:44, Note,8
12/11/2012, 13:56:44, Note,2
12/11/2012, 13:56:44, Note,7
12/11/2012, 13:56:44, Note,2
12/11/2012, 13:56:44, Note,6
12/11/2012, 13:56:44, Note,5
12/11/2012, 13:56:44, Note,5
12/11/2012, 13:56:44, Note,2
12/11/2012, 13:56:44, Note,4
12/11/2012, 13:56:45, Note,2
12/11/2012, 13:56:45, Note,2
12/11/2012, 13:56:45, Note,1
12/11/2012, 13:56:45, Note,2
12/11/2012, 13:56:45, Note,4
12/11/2012, 13:56:46, Note,5
12/11/2012, 13:56:46, Note,4
12/11/2012, 13:56:46, Note,6
12/11/2012, 13:56:46, Note,4
12/11/2012, 13:56:46, Note,5
12/11/2012, 13:56:46, Note,7
12/11/2012, 13:56:46, Note,8
12/11/2012, 13:56:46, Note,4
12/11/2012, 13:56:46, Note,5
12/11/2012, 13:56:46, Note,5
12/11/2012, 13:56:46, Note,4
12/11/2012, 13:56:47, Note,5
12/11/2012, 13:56:47, Note,5
12/11/2012, 13:56:49, Note,8
12/11/2012, 13:56:49, Note,7
12/11/2012, 13:56:49, Note,6
12/11/2012, 13:56:49, Note,5
12/11/2012, 13:56:49, Note,6
12/11/2012, 13:56:49, Note,5
12/11/2012, 13:56:49, Note,5
12/11/2012, 13:56:49, Note,8
12/11/2012, 13:56:50, Note,7
12/11/2012, 13:56:50, Note,7
12/11/2012, 13:56:50, Note,6
12/11/2012, 13:56:50, Note,5
12/11/2012, 13:56:50, Note,4
12/11/2012, 13:56:50, Note,2
12/11/2012, 13:56:50, Note,1
12/11/2012, 13:56:51, Note,7
12/11/2012, 13:56:51, Note,7
12/11/2012, 13:56:51, Note,8
12/11/2012, 13:56:53, Note,1
12/11/2012, 13:56:54, Note,4
12/11/2012, 13:56:54, Note,4
12/11/2012, 13:56:55, Note,1
12/11/2012, 13:56:55, Note,2
12/11/2012, 13:56:55, Note,4
12/11/2012, 13:56:56, Note,4
12/11/2012, 13:56:56, Note,5
12/11/2012, 13:56:56, Note,6
12/11/2012, 13:56:56, Note,7
12/11/2012, 13:56:56, Note,8
12/11/2012, 13:56:56, Note,5
12/11/2012, 13:56:56, Note,8
12/11/2012, 13:56:56, Note,7
12/11/2012, 13:56:56, Note,6
12/11/2012, 13:56:56, Note,5
12/11/2012, 13:56:56, Note,4
12/11/2012, 13:56:57, Note,2
12/11/2012, 13:56:57, Note,1
12/11/2012, 13:56:57, Note,8
12/11/2012, 13:56:58, Note,8
12/11/2012, 13:56:58, Note,8
12/11/2012, 13:56:59, Note,8
12/11/2012, 13:56:59, Note,4
12/11/2012, 13:56:59, Note,8
12/11/2012, 13:57:00, Note,8
12/11/2012, 13:57:00, Note,8
12/11/2012, 13:57:00, Note,8
12/11/2012, 13:57:01, Note,8
12/11/2012, 13:57:02, Note,8
12/11/2012, 13:57:02, Note,7
12/11/2012, 13:57:03, Note,6
12/11/2012, 13:57:03, Note,6
12/11/2012, 13:57:04, Note,1
12/11/2012, 13:57:04, Note,5
12/11/2012, 13:57:04, Note,1
12/11/2012, 13:57:05, Note,4
12/11/2012, 13:57:05, Note,4
12/11/2012, 13:57:06, Note,4
12/11/2012, 13:57:06, Note,1
12/11/2012, 13:57:07, Note,1
12/11/2012, 13:57:08, Note,2
12/11/2012, 13:57:09, Note,4
12/11/2012, 13:57:09, Note,2
12/11/2012, 13:57:09, Note,4
12/11/2012, 13:57:09, Note,2
12/11/2012, 13:57:09, Note,1
12/11/2012, 13:57:10, Note,2
12/11/2012, 13:57:10, Note,4
12/11/2012, 13:57:10, Note,4
12/11/2012, 13:57:11, Note,4
12/11/2012, 13:57:11, Note,2
12/11/2012, 13:57:22, Screen Saver
12/11/2012, 13:57:25, Note,5
12/11/2012, 13:57:25, Note,2
12/11/2012, 13:57:25, Note,1
12/11/2012, 13:57:26, Note,1
12/11/2012, 13:57:26, Note,1
12/11/2012, 13:57:26, Note,1
12/11/2012, 13:57:27, Note,2
12/11/2012, 13:57:28, Switching to instrument 0
12/11/2012, 13:57:29, Note,1
12/11/2012, 13:57:29, Note,1
12/11/2012, 13:57:30, Note,1
12/11/2012, 13:57:30, Note,2
12/11/2012, 13:57:31, Note,1
12/11/2012, 13:57:31, Note,2
12/11/2012, 13:57:31, Note,1
12/11/2012, 13:57:31, Note,2
12/11/2012, 13:57:31, Note,2
12/11/2012, 13:57:31, Note,1
12/11/2012, 13:57:31, Note,2
12/11/2012, 13:57:32, Note,1
12/11/2012, 13:57:32, Note,2
12/11/2012, 13:57:32, Note,2
12/11/2012, 13:57:32, Note,1
12/11/2012, 13:57:33, Note,1
12/11/2012, 13:57:34, Note,1
12/11/2012, 13:57:35, Note,1
12/11/2012, 13:57:35, Note,2
12/11/2012, 13:57:35, Note,2
12/11/2012, 13:57:36, Note,1
12/11/2012, 13:57:37, Note,1
12/11/2012, 13:57:41, Note,1
12/11/2012, 13:57:50, Note,4
12/11/2012, 13:57:57, Note,1
12/11/2012, 13:58:00, Note,1
12/11/2012, 13:58:04, Note,1
12/11/2012, 13:58:08, Note,1
12/11/2012, 13:58:09, Note,1
12/11/2012, 13:58:09, Note,4
12/11/2012, 13:58:10, Note,4
12/11/2012, 13:58:13, Note,4
12/11/2012, 13:58:20, Note,4
12/11/2012, 13:58:30, Screen Saver
12/11/2012, 13:58:38, Note,4
12/11/2012, 13:58:39, Note,1
12/11/2012, 13:58:49, Note,1
12/11/2012, 13:58:55, Note,4
12/11/2012, 13:59:02, Note,4
12/11/2012, 13:59:02, Note,1
12/11/2012, 13:59:11, Note,1
12/11/2012, 13:59:21, Screen Saver
12/11/2012, 13:59:24, Note,4
12/11/2012, 13:59:27, Note,4
12/11/2012, 13:59:32, Note,1
12/11/2012, 13:59:42, Screen Saver
12/11/2012, 13:59:49, Note,1
12/11/2012, 13:59:51, Note,1
12/11/2012, 13:59:52, Note,1
12/11/2012, 13:59:52, Note,1
12/11/2012, 13:59:54, Note,4
12/11/2012, 13:59:57, Note,4
12/11/2012, 14:00:02, Note,4
12/11/2012, 14:00:02, Note,4
12/11/2012, 14:00:06, Note,1
12/11/2012, 14:00:12, Note,4
12/11/2012, 14:00:13, Note,4
12/11/2012, 14:00:17, Note,4
12/11/2012, 14:00:21, Note,1
12/11/2012, 14:00:23, Note,5
12/11/2012, 14:00:30, Note,5
12/11/2012, 14:00:34, Note,4
12/11/2012, 14:00:34, Note,4
12/11/2012, 14:00:37, Note,5
12/11/2012, 14:00:41, Note,4
12/11/2012, 14:00:47, Note,4
12/11/2012, 14:00:47, Note,4
12/11/2012, 14:00:47, Note,1
12/11/2012, 14:00:50, Note,4
12/11/2012, 14:00:50, Note,5
12/11/2012, 14:00:54, Note,4
12/11/2012, 14:01:02, Note,4
12/11/2012, 14:01:02, Note,4
12/11/2012, 14:01:08, Note,5
12/11/2012, 14:01:19, Screen Saver
12/11/2012, 14:01:26, Note,1
12/11/2012, 14:01:37, Screen Saver
12/11/2012, 14:01:41, Note,1
12/11/2012, 14:01:45, Note,5
12/11/2012, 14:01:46, Note,4
12/11/2012, 14:01:48, Note,5
12/11/2012, 14:01:55, Note,5
12/11/2012, 14:01:57, Note,1
12/11/2012, 14:02:07, Note,4
12/11/2012, 14:02:07, Note,4
12/11/2012, 14:02:14, Note,4
12/11/2012, 14:02:18, Note,5
12/11/2012, 14:02:18, Note,5
12/11/2012, 14:02:18, Note,2
12/11/2012, 14:02:18, Note,1
12/11/2012, 14:02:18, Note,2
12/11/2012, 14:02:18, Note,5
12/11/2012, 14:02:19, Note,5
12/11/2012, 14:02:19, Note,4
12/11/2012, 14:02:19, Note,1
12/11/2012, 14:02:19, Note,5
12/11/2012, 14:02:19, Note,5
12/11/2012, 14:02:19, Note,5
12/11/2012, 14:02:19, Note,4
12/11/2012, 14:02:19, Note,5
12/11/2012, 14:02:19, Note,6
12/11/2012, 14:02:19, Note,5
12/11/2012, 14:02:19, Note,7
12/11/2012, 14:02:19, Note,4
12/11/2012, 14:02:20, Note,8
12/11/2012, 14:02:20, Note,7
12/11/2012, 14:02:20, Note,6
12/11/2012, 14:02:20, Note,5
12/11/2012, 14:02:21, Note,4
12/11/2012, 14:02:21, Note,2
12/11/2012, 14:02:21, Note,1
12/11/2012, 14:02:21, Note,2
12/11/2012, 14:02:21, Note,1
12/11/2012, 14:02:22, Note,1
12/11/2012, 14:02:22, Note,2
12/11/2012, 14:02:22, Note,1
12/11/2012, 14:02:22, Note,4
12/11/2012, 14:02:22, Note,5
12/11/2012, 14:02:22, Note,5
12/11/2012, 14:02:22, Note,6
12/11/2012, 14:02:22, Note,4
12/11/2012, 14:02:22, Note,4
12/11/2012, 14:02:23, Note,2
12/11/2012, 14:02:23, Note,1
12/11/2012, 14:02:23, Note,1
12/11/2012, 14:02:23, Note,4
12/11/2012, 14:02:23, Note,4
12/11/2012, 14:02:23, Note,1
12/11/2012, 14:02:23, Note,4
12/11/2012, 14:02:23, Note,2
12/11/2012, 14:02:24, Note,4
12/11/2012, 14:02:24, Note,6
12/11/2012, 14:02:24, Note,7
12/11/2012, 14:02:24, Note,8
12/11/2012, 14:02:24, Note,7
12/11/2012, 14:02:24, Note,6
12/11/2012, 14:02:24, Note,4
12/11/2012, 14:02:25, Note,4
12/11/2012, 14:02:25, Note,2
12/11/2012, 14:02:25, Note,1
12/11/2012, 14:02:25, Note,5
12/11/2012, 14:02:25, Note,1
12/11/2012, 14:02:25, Note,7
12/11/2012, 14:02:26, Note,5
12/11/2012, 14:02:26, Note,2
12/11/2012, 14:02:26, Note,5
12/11/2012, 14:02:26, Note,4
12/11/2012, 14:02:26, Note,7
12/11/2012, 14:02:26, Note,8
12/11/2012, 14:02:26, Note,6
12/11/2012, 14:02:26, Note,5
12/11/2012, 14:02:26, Note,8
12/11/2012, 14:02:26, Note,5
12/11/2012, 14:02:27, Note,8
12/11/2012, 14:02:27, Note,5
12/11/2012, 14:02:27, Note,5
12/11/2012, 14:02:27, Note,1
12/11/2012, 14:02:27, Note,2
12/11/2012, 14:02:28, Note,1
12/11/2012, 14:02:28, Note,1
12/11/2012, 14:02:29, Note,4
12/11/2012, 14:02:30, Note,1
12/11/2012, 14:02:30, Note,1
12/11/2012, 14:02:30, Note,2
12/11/2012, 14:02:30, Note,2
12/11/2012, 14:02:31, Note,5
12/11/2012, 14:02:31, Note,6
12/11/2012, 14:02:31, Note,5
12/11/2012, 14:02:31, Note,5
12/11/2012, 14:02:31, Note,7
12/11/2012, 14:02:31, Note,5
12/11/2012, 14:02:32, Note,8
12/11/2012, 14:02:32, Note,5
12/11/2012, 14:02:32, Note,5
12/11/2012, 14:02:32, Note,6
12/11/2012, 14:02:32, Note,8
12/11/2012, 14:02:32, Note,5
12/11/2012, 14:02:32, Note,5
12/11/2012, 14:02:32, Note,5
12/11/2012, 14:02:32, Note,4
12/11/2012, 14:02:33, Note,5
12/11/2012, 14:02:33, Note,2
12/11/2012, 14:02:33, Note,1
12/11/2012, 14:02:33, Note,2
12/11/2012, 14:02:34, Note,2
12/11/2012, 14:02:34, Switching to instrument 1
12/11/2012, 14:02:34, Note,2
12/11/2012, 14:02:34, Note,2
12/11/2012, 14:02:35, Note,1
12/11/2012, 14:02:35, Note,2
12/11/2012, 14:02:35, Note,4
12/11/2012, 14:02:35, Note,5
12/11/2012, 14:02:35, Note,5
12/11/2012, 14:02:35, Note,6
12/11/2012, 14:02:36, Note,7
12/11/2012, 14:02:36, Note,8
12/11/2012, 14:02:36, Note,8
12/11/2012, 14:02:36, Note,7
12/11/2012, 14:02:36, Note,6
12/11/2012, 14:02:36, Note,5
12/11/2012, 14:02:37, Note,4
12/11/2012, 14:02:37, Note,2
12/11/2012, 14:02:37, Note,1
12/11/2012, 14:02:39, Switching to instrument 2
12/11/2012, 14:02:39, Switching to instrument 3
12/11/2012, 14:02:39, Note,1
12/11/2012, 14:02:39, Note,4
12/11/2012, 14:02:39, Note,5
12/11/2012, 14:02:39, Note,6
12/11/2012, 14:02:41, Note,7
12/11/2012, 14:02:41, Note,5
12/11/2012, 14:02:41, Note,4
12/11/2012, 14:02:41, Note,5
12/11/2012, 14:02:42, Note,2
12/11/2012, 14:02:42, Note,2
12/11/2012, 14:02:42, Note,2
12/11/2012, 14:02:42, Switching to instrument 4
12/11/2012, 14:02:42, Note,2
12/11/2012, 14:02:43, Note,2
12/11/2012, 14:02:43, Note,4
12/11/2012, 14:02:43, Note,4
12/11/2012, 14:02:44, Note,5
12/11/2012, 14:02:44, Note,7
12/11/2012, 14:02:44, Note,7
12/11/2012, 14:02:44, Note,6
12/11/2012, 14:02:44, Note,5
12/11/2012, 14:02:45, Note,2
12/11/2012, 14:02:45, Note,2
12/11/2012, 14:02:45, Note,2
12/11/2012, 14:02:46, Note,4
12/11/2012, 14:02:46, Note,5
12/11/2012, 14:02:46, Note,6
12/11/2012, 14:02:46, Note,7
12/11/2012, 14:02:46, Note,7
12/11/2012, 14:02:46, Note,1
12/11/2012, 14:02:46, Note,6
12/11/2012, 14:02:47, Note,5
12/11/2012, 14:02:47, Note,4
12/11/2012, 14:02:48, Note,4
12/11/2012, 14:02:49, Note,4
12/11/2012, 14:02:51, Note,1
12/11/2012, 14:02:51, Note,1
12/11/2012, 14:02:56, Note,4
12/11/2012, 14:03:07, Screen Saver
12/11/2012, 14:03:13, Note,4
12/11/2012, 14:03:17, Note,5
12/11/2012, 14:03:17, Note,1
12/11/2012, 14:03:17, Note,1
12/11/2012, 14:03:27, Note,1
12/11/2012, 14:03:29, Note,4
12/11/2012, 14:03:30, Note,4
12/11/2012, 14:03:31, Note,4
12/11/2012, 14:03:32, Note,4
12/11/2012, 14:03:36, Note,1
12/11/2012, 14:03:46, Screen Saver
12/11/2012, 14:03:50, Note,5
12/11/2012, 14:03:58, Note,4
12/11/2012, 14:04:00, Note,1
12/11/2012, 14:04:11, Screen Saver
12/11/2012, 14:04:14, Note,1
12/11/2012, 14:04:18, Note,4
12/11/2012, 14:04:18, Note,4
12/11/2012, 14:04:22, Note,5
12/11/2012, 14:04:30, Note,4
12/11/2012, 14:04:30, Note,4
12/11/2012, 14:04:39, Note,4
12/11/2012, 14:04:49, Note,5
12/11/2012, 14:04:49, Note,5
12/11/2012, 14:04:52, Note,1
12/11/2012, 14:04:52, Note,2
12/11/2012, 14:04:53, Note,4
12/11/2012, 14:04:53, Note,5
12/11/2012, 14:04:53, Note,5
12/11/2012, 14:04:53, Note,6
12/11/2012, 14:04:53, Note,5
12/11/2012, 14:04:53, Note,7
12/11/2012, 14:04:54, Note,8
12/11/2012, 14:04:54, Note,7
12/11/2012, 14:04:54, Note,6
12/11/2012, 14:04:54, Note,5
12/11/2012, 14:04:55, Note,4
12/11/2012, 14:04:55, Note,2
12/11/2012, 14:04:55, Note,1
12/11/2012, 14:04:55, Switching to noises
12/11/2012, 14:04:55, Note,2
12/11/2012, 14:04:55, Note,4
12/11/2012, 14:04:56, Note,1
12/11/2012, 14:04:56, Note,4
12/11/2012, 14:04:56, Note,2
12/11/2012, 14:04:56, Note,4
12/11/2012, 14:04:57, Note,5
