®vVHø00/00/0000, 00:00:00, Master Init Complete
09/13/2012, 11:22:52, Note,3
09/13/2012, 11:22:52, Switching to instrument 2
09/13/2012, 11:22:52, Note,4
09/13/2012, 11:22:53, Note,3
09/13/2012, 11:22:53, Note,4
09/13/2012, 11:22:53, Note,5
09/13/2012, 11:22:53, Note,6
09/13/2012, 11:22:53, Note,7
09/13/2012, 11:22:54, Note,8
09/13/2012, 11:22:54, Note,8
09/13/2012, 11:22:54, Note,7
09/13/2012, 11:22:54, Note,6
09/13/2012, 11:22:54, Note,5
09/13/2012, 11:22:54, Note,4
09/13/2012, 11:22:55, Note,3
09/13/2012, 11:22:55, Note,3
09/13/2012, 11:22:55, Note,4
09/13/2012, 11:22:55, Note,6
09/13/2012, 11:22:55, Note,7
09/13/2012, 11:22:56, Note,4
09/13/2012, 11:22:56, Note,7
09/13/2012, 11:22:56, Note,6
09/13/2012, 11:22:56, Note,4
09/13/2012, 11:22:56, Note,3
09/13/2012, 11:22:56, Note,5
09/13/2012, 11:22:56, Note,5
09/13/2012, 11:22:56, Note,5
09/13/2012, 11:22:57, Note,5
09/13/2012, 11:22:58, Switching to instrument 3
09/13/2012, 11:22:59, Note,4
09/13/2012, 11:22:59, Note,4
09/13/2012, 11:22:59, Note,5
09/13/2012, 11:23:00, Note,5
09/13/2012, 11:23:00, Note,4
09/13/2012, 11:23:00, Note,3
09/13/2012, 11:23:01, Note,5
09/13/2012, 11:23:01, Note,3
09/13/2012, 11:23:01, Note,6
09/13/2012, 11:23:01, Note,5
09/13/2012, 11:23:01, Note,6
09/13/2012, 11:23:01, Note,6
09/13/2012, 11:23:01, Note,5
09/13/2012, 11:23:01, Note,6
09/13/2012, 11:23:01, Note,4
09/13/2012, 11:23:01, Note,3
09/13/2012, 11:23:02, Note,6
09/13/2012, 11:23:03, Switching to instrument 4
09/13/2012, 11:23:04, Note,6
09/13/2012, 11:23:04, Note,3
09/13/2012, 11:23:04, Note,4
09/13/2012, 11:23:04, Note,5
09/13/2012, 11:23:04, Note,7
09/13/2012, 11:23:04, Note,7
09/13/2012, 11:23:04, Note,5
09/13/2012, 11:23:04, Note,4
09/13/2012, 11:23:05, Note,3
09/13/2012, 11:23:05, Note,4
09/13/2012, 11:23:05, Note,5
09/13/2012, 11:23:05, Note,7
09/13/2012, 11:23:06, Note,7
09/13/2012, 11:23:06, Note,7
09/13/2012, 11:23:06, Note,7
09/13/2012, 11:23:06, Note,7
09/13/2012, 11:23:07, Note,7
09/13/2012, 11:23:07, Note,7
09/13/2012, 11:23:08, Note,7
09/13/2012, 11:23:08, Note,7
09/13/2012, 11:23:08, Note,7
09/13/2012, 11:23:10, Note,7
09/13/2012, 11:23:11, Note,7
09/13/2012, 11:23:11, Note,7
09/13/2012, 11:23:11, Note,7
09/13/2012, 11:23:14, Note,8
09/13/2012, 11:23:14, Note,8
09/13/2012, 11:23:16, Note,8
09/13/2012, 11:23:16, Note,8
09/13/2012, 11:23:17, Note,8
09/13/2012, 11:23:17, Note,7
09/13/2012, 11:23:17, Note,7
09/13/2012, 11:23:17, Note,7
09/13/2012, 11:23:17, Note,7
09/13/2012, 11:23:17, Note,7
09/13/2012, 11:23:18, Note,7
09/13/2012, 11:23:18, Note,7
09/13/2012, 11:23:18, Note,7
09/13/2012, 11:23:18, Note,8
09/13/2012, 11:23:18, Note,7
09/13/2012, 11:23:18, Note,7
09/13/2012, 11:23:18, Note,8
09/13/2012, 11:23:18, Note,7
09/13/2012, 11:23:18, Note,1
09/13/2012, 11:23:18, Note,7
09/13/2012, 11:23:18, Note,7
09/13/2012, 11:23:19, Note,7
09/13/2012, 11:23:19, Note,7
09/13/2012, 11:23:19, Note,7
09/13/2012, 11:23:19, Note,7
09/13/2012, 11:23:19, Note,7
09/13/2012, 11:23:19, Note,7
09/13/2012, 11:23:19, Note,8
09/13/2012, 11:23:19, Note,7
09/13/2012, 11:23:19, Note,7
09/13/2012, 11:23:20, Note,7
09/13/2012, 11:23:20, Note,7
09/13/2012, 11:23:20, Note,8
09/13/2012, 11:23:20, Note,7
09/13/2012, 11:23:20, Note,7
09/13/2012, 11:23:21, Note,8
09/13/2012, 11:23:21, Note,8
09/13/2012, 11:23:23, Note,8
09/13/2012, 11:23:24, Note,8
09/13/2012, 11:23:24, Note,8
09/13/2012, 11:23:24, Note,8
09/13/2012, 11:23:24, Note,8
09/13/2012, 11:23:25, Note,8
09/13/2012, 11:23:27, Note,8
09/13/2012, 11:23:28, Note,7
09/13/2012, 11:23:28, Note,7
09/13/2012, 11:23:28, Note,7
09/13/2012, 11:23:29, Note,7
09/13/2012, 11:23:29, Note,7
09/13/2012, 11:23:29, Note,8
09/13/2012, 11:23:30, Note,8
09/13/2012, 11:23:30, Note,7
09/13/2012, 11:23:30, Note,8
09/13/2012, 11:23:31, Note,8
09/13/2012, 11:23:33, Note,8
09/13/2012, 11:23:34, Note,8
09/13/2012, 11:23:34, Note,8
09/13/2012, 11:23:35, Note,8
09/13/2012, 11:23:35, Note,8
09/13/2012, 11:23:35, Note,8
09/13/2012, 11:23:36, Note,8
09/13/2012, 11:23:36, Note,8
09/13/2012, 11:23:36, Note,8
09/13/2012, 11:23:36, Note,8
09/13/2012, 11:23:36, Note,6
09/13/2012, 11:23:36, Note,8
09/13/2012, 11:23:36, Note,7
09/13/2012, 11:23:36, Note,8
09/13/2012, 11:23:36, Note,8
09/13/2012, 11:23:36, Note,8
09/13/2012, 11:23:36, Note,7
09/13/2012, 11:23:36, Note,8
09/13/2012, 11:23:37, Note,8
09/13/2012, 11:23:37, Note,8
09/13/2012, 11:23:37, Note,8
09/13/2012, 11:23:37, Note,8
09/13/2012, 11:23:37, Note,8
09/13/2012, 11:23:37, Note,8
09/13/2012, 11:23:37, Note,6
09/13/2012, 11:23:37, Note,8
09/13/2012, 11:23:37, Note,8
09/13/2012, 11:23:37, Note,6
09/13/2012, 11:23:37, Note,8
09/13/2012, 11:23:38, Note,6
09/13/2012, 11:23:38, Note,8
09/13/2012, 11:23:38, Note,6
09/13/2012, 11:23:38, Note,8
09/13/2012, 11:23:38, Note,8
09/13/2012, 11:23:38, Note,8
09/13/2012, 11:23:38, Note,8
09/13/2012, 11:23:38, Note,7
09/13/2012, 11:23:38, Note,8
09/13/2012, 11:23:38, Note,8
09/13/2012, 11:23:38, Note,7
09/13/2012, 11:23:38, Note,8
09/13/2012, 11:23:39, Note,8
09/13/2012, 11:23:39, Note,8
09/13/2012, 11:23:39, Note,7
09/13/2012, 11:23:39, Note,8
09/13/2012, 11:23:39, Note,8
09/13/2012, 11:23:39, Note,8
09/13/2012, 11:23:39, Note,8
09/13/2012, 11:23:39, Note,8
09/13/2012, 11:23:40, Note,8
09/13/2012, 11:23:40, Note,8
09/13/2012, 11:23:40, Note,8
09/13/2012, 11:23:40, Note,8
09/13/2012, 11:23:40, Note,7
09/13/2012, 11:23:40, Note,8
09/13/2012, 11:23:40, Note,8
09/13/2012, 11:23:41, Note,8
09/13/2012, 11:23:41, Note,8
09/13/2012, 11:23:41, Note,8
09/13/2012, 11:23:41, Note,8
09/13/2012, 11:23:42, Note,6
09/13/2012, 11:23:42, Note,8
09/13/2012, 11:23:42, Note,8
09/13/2012, 11:23:42, Note,8
09/13/2012, 11:23:42, Note,8
09/13/2012, 11:23:42, Note,8
09/13/2012, 11:23:43, Note,6
09/13/2012, 11:23:43, Note,8
09/13/2012, 11:23:43, Note,8
09/13/2012, 11:23:43, Note,8
09/13/2012, 11:23:43, Note,6
09/13/2012, 11:23:43, Note,6
09/13/2012, 11:23:43, Note,8
09/13/2012, 11:23:43, Note,8
09/13/2012, 11:23:44, Note,8
09/13/2012, 11:23:44, Note,8
09/13/2012, 11:23:44, Note,6
09/13/2012, 11:23:44, Note,8
09/13/2012, 11:23:44, Note,8
09/13/2012, 11:23:44, Note,8
09/13/2012, 11:23:44, Note,8
09/13/2012, 11:23:44, Note,5
09/13/2012, 11:23:45, Note,5
09/13/2012, 11:23:45, Note,8
09/13/2012, 11:23:45, Note,8
09/13/2012, 11:23:45, Note,8
09/13/2012, 11:23:45, Note,8
09/13/2012, 11:23:45, Note,8
09/13/2012, 11:23:45, Note,6
09/13/2012, 11:23:45, Note,7
09/13/2012, 11:23:45, Note,8
09/13/2012, 11:23:46, Note,8
09/13/2012, 11:23:46, Note,8
09/13/2012, 11:23:46, Note,8
09/13/2012, 11:23:46, Note,5
09/13/2012, 11:23:46, Note,8
09/13/2012, 11:23:46, Note,5
09/13/2012, 11:23:47, Note,8
09/13/2012, 11:23:47, Note,8
09/13/2012, 11:23:47, Note,5
09/13/2012, 11:23:47, Note,8
09/13/2012, 11:23:47, Note,8
09/13/2012, 11:23:47, Note,8
09/13/2012, 11:23:48, Note,8
09/13/2012, 11:23:48, Note,8
09/13/2012, 11:23:48, Note,5
09/13/2012, 11:23:48, Note,5
09/13/2012, 11:23:48, Note,8
09/13/2012, 11:23:48, Note,5
09/13/2012, 11:23:48, Note,8
09/13/2012, 11:23:48, Note,5
09/13/2012, 11:23:48, Note,8
09/13/2012, 11:23:49, Note,8
09/13/2012, 11:23:49, Note,8
09/13/2012, 11:23:49, Note,5
09/13/2012, 11:23:49, Note,8
09/13/2012, 11:23:49, Note,8
09/13/2012, 11:23:49, Note,8
09/13/2012, 11:23:49, Note,8
09/13/2012, 11:23:49, Note,8
09/13/2012, 11:23:50, Note,8
09/13/2012, 11:23:50, Note,8
09/13/2012, 11:23:50, Note,8
09/13/2012, 11:23:50, Note,8
09/13/2012, 11:23:50, Note,8
09/13/2012, 11:23:50, Note,8
09/13/2012, 11:23:50, Note,8
09/13/2012, 11:23:51, Note,8
09/13/2012, 11:23:51, Note,8
09/13/2012, 11:23:51, Note,8
09/13/2012, 11:23:51, Note,8
09/13/2012, 11:23:51, Note,8
09/13/2012, 11:23:51, Note,8
09/13/2012, 11:23:52, Note,8
09/13/2012, 11:23:52, Note,8
09/13/2012, 11:23:52, Note,8
09/13/2012, 11:23:52, Note,8
09/13/2012, 11:23:52, Note,8
09/13/2012, 11:23:52, Note,8
09/13/2012, 11:23:53, Note,8
09/13/2012, 11:23:53, Note,8
09/13/2012, 11:23:53, Note,8
09/13/2012, 11:23:54, Note,8
09/13/2012, 11:23:54, Note,8
09/13/2012, 11:23:54, Note,8
09/13/2012, 11:23:54, Note,8
09/13/2012, 11:23:55, Note,8
09/13/2012, 11:23:55, Note,6
09/13/2012, 11:23:55, Note,8
09/13/2012, 11:23:55, Note,8
09/13/2012, 11:23:55, Note,8
09/13/2012, 11:23:55, Note,6
09/13/2012, 11:23:55, Note,8
09/13/2012, 11:23:55, Note,6
09/13/2012, 11:23:55, Note,8
09/13/2012, 11:23:56, Note,8
09/13/2012, 11:23:56, Note,8
09/13/2012, 11:23:56, Note,6
09/13/2012, 11:23:56, Note,8
09/13/2012, 11:23:56, Note,6
09/13/2012, 11:23:56, Note,8
09/13/2012, 11:23:56, Note,6
09/13/2012, 11:23:56, Note,8
09/13/2012, 11:23:57, Note,8
09/13/2012, 11:23:57, Note,8
09/13/2012, 11:23:57, Note,8
09/13/2012, 11:23:57, Note,8
09/13/2012, 11:23:57, Note,6
09/13/2012, 11:23:58, Note,6
09/13/2012, 11:23:58, Note,6
09/13/2012, 11:23:58, Note,8
09/13/2012, 11:23:58, Note,8
09/13/2012, 11:23:59, Note,8
09/13/2012, 11:23:59, Note,8
09/13/2012, 11:23:59, Note,8
09/13/2012, 11:23:59, Note,4
09/13/2012, 11:23:59, Note,8
09/13/2012, 11:23:59, Note,4
09/13/2012, 11:23:59, Note,8
09/13/2012, 11:23:59, Note,8
09/13/2012, 11:23:59, Note,4
09/13/2012, 11:24:00, Note,4
09/13/2012, 11:24:00, Note,8
09/13/2012, 11:24:00, Note,4
09/13/2012, 11:24:00, Note,8
09/13/2012, 11:24:00, Note,8
09/13/2012, 11:24:00, Note,4
09/13/2012, 11:24:01, Note,4
09/13/2012, 11:24:01, Note,8
09/13/2012, 11:24:01, Note,8
09/13/2012, 11:24:01, Note,8
09/13/2012, 11:24:01, Note,8
09/13/2012, 11:24:01, Note,4
09/13/2012, 11:24:02, Note,8
09/13/2012, 11:24:02, Note,4
09/13/2012, 11:24:02, Note,8
09/13/2012, 11:24:03, Note,8
09/13/2012, 11:24:03, Note,8
09/13/2012, 11:24:03, Note,8
09/13/2012, 11:24:03, Note,8
09/13/2012, 11:24:04, Note,8
09/13/2012, 11:24:04, Note,8
09/13/2012, 11:24:04, Note,8
09/13/2012, 11:24:04, Note,8
09/13/2012, 11:24:05, Note,8
09/13/2012, 11:24:05, Note,8
09/13/2012, 11:24:05, Note,8
09/13/2012, 11:24:06, Note,8
09/13/2012, 11:24:06, Note,8
09/13/2012, 11:24:06, Note,8
09/13/2012, 11:24:07, Note,8
09/13/2012, 11:24:07, Note,8
09/13/2012, 11:24:07, Note,8
09/13/2012, 11:24:09, Note,8
09/13/2012, 11:24:10, Note,8
09/13/2012, 11:24:10, Note,8
09/13/2012, 11:24:10, Note,8
09/13/2012, 11:24:10, Note,8
09/13/2012, 11:24:11, Note,8
09/13/2012, 11:24:11, Note,8
09/13/2012, 11:24:11, Note,8
09/13/2012, 11:24:11, Note,8
09/13/2012, 11:24:11, Note,8
09/13/2012, 11:24:12, Note,8
09/13/2012, 11:24:12, Note,8
09/13/2012, 11:24:12, Note,8
09/13/2012, 11:24:12, Note,8
09/13/2012, 11:24:12, Note,8
09/13/2012, 11:24:13, Note,8
09/13/2012, 11:24:13, Note,8
09/13/2012, 11:24:14, Note,8
09/13/2012, 11:24:14, Note,8
09/13/2012, 11:24:14, Note,8
09/13/2012, 11:24:15, Note,8
09/13/2012, 11:24:15, Note,8
09/13/2012, 11:24:16, Note,8
09/13/2012, 11:24:16, Note,8
09/13/2012, 11:24:16, Note,8
09/13/2012, 11:24:16, Note,8
09/13/2012, 11:24:16, Note,8
09/13/2012, 11:24:17, Note,8
09/13/2012, 11:24:17, Note,8
09/13/2012, 11:24:17, Note,8
09/13/2012, 11:24:17, Note,8
09/13/2012, 11:24:17, Note,8
09/13/2012, 11:24:17, Note,8
09/13/2012, 11:24:18, Note,8
09/13/2012, 11:24:18, Note,8
09/13/2012, 11:24:18, Note,8
09/13/2012, 11:24:18, Note,8
09/13/2012, 11:24:19, Note,8
09/13/2012, 11:24:19, Note,8
09/13/2012, 11:24:20, Note,8
09/13/2012, 11:24:20, Note,8
09/13/2012, 11:24:20, Note,8
09/13/2012, 11:24:20, Note,8
09/13/2012, 11:24:23, Note,8
09/13/2012, 11:24:23, Note,8
09/13/2012, 11:24:23, Note,8
09/13/2012, 11:24:23, Note,8
09/13/2012, 11:24:23, Note,8
09/13/2012, 11:24:23, Note,8
09/13/2012, 11:24:24, Note,8
09/13/2012, 11:24:24, Note,8
09/13/2012, 11:24:24, Note,8
09/13/2012, 11:24:24, Note,8
09/13/2012, 11:24:25, Note,8
09/13/2012, 11:24:25, Note,8
09/13/2012, 11:24:25, Note,8
09/13/2012, 11:24:26, Note,8
09/13/2012, 11:24:26, Note,8
09/13/2012, 11:24:27, Note,8
09/13/2012, 11:24:27, Note,8
09/13/2012, 11:24:27, Note,8
09/13/2012, 11:24:27, Note,8
09/13/2012, 11:24:28, Note,8
09/13/2012, 11:24:28, Note,8
09/13/2012, 11:24:29, Note,8
09/13/2012, 11:24:29, Note,8
09/13/2012, 11:24:29, Note,8
09/13/2012, 11:24:29, Note,8
09/13/2012, 11:24:29, Note,8
09/13/2012, 11:24:30, Note,8
09/13/2012, 11:24:30, Note,8
09/13/2012, 11:24:30, Note,8
09/13/2012, 11:24:31, Note,8
09/13/2012, 11:24:31, Note,8
09/13/2012, 11:24:31, Note,8
09/13/2012, 11:24:31, Note,8
09/13/2012, 11:24:32, Note,8
09/13/2012, 11:24:32, Note,8
09/13/2012, 11:24:32, Note,8
09/13/2012, 11:24:32, Note,8
09/13/2012, 11:24:33, Note,8
09/13/2012, 11:24:33, Note,8
09/13/2012, 11:24:33, Note,8
09/13/2012, 11:24:33, Note,8
09/13/2012, 11:24:34, Note,8
09/13/2012, 11:24:34, Note,8
09/13/2012, 11:24:35, Note,8
09/13/2012, 11:24:35, Note,8
09/13/2012, 11:24:35, Note,8
09/13/2012, 11:24:35, Note,8
09/13/2012, 11:24:35, Note,8
09/13/2012, 11:24:36, Note,8
09/13/2012, 11:24:36, Note,8
09/13/2012, 11:24:37, Note,8
09/13/2012, 11:24:37, Note,8
09/13/2012, 11:24:37, Note,8
09/13/2012, 11:24:37, Note,8
09/13/2012, 11:24:37, Note,8
09/13/2012, 11:24:37, Note,8
09/13/2012, 11:24:38, Note,8
09/13/2012, 11:24:38, Note,8
09/13/2012, 11:24:38, Note,8
09/13/2012, 11:24:39, Note,8
09/13/2012, 11:24:39, Note,8
09/13/2012, 11:24:39, Note,8
09/13/2012, 11:24:39, Note,8
09/13/2012, 11:24:40, Note,8
09/13/2012, 11:24:40, Note,8
09/13/2012, 11:24:41, Note,8
09/13/2012, 11:24:41, Note,8
09/13/2012, 11:24:41, Note,8
09/13/2012, 11:24:42, Note,8
09/13/2012, 11:24:42, Note,8
09/13/2012, 11:24:42, Note,8
09/13/2012, 11:24:42, Note,8
09/13/2012, 11:24:42, Note,8
09/13/2012, 11:24:42, Note,8
09/13/2012, 11:24:43, Note,8
09/13/2012, 11:24:43, Note,8
09/13/2012, 11:24:43, Note,8
09/13/2012, 11:24:43, Note,8
09/13/2012, 11:24:43, Note,8
09/13/2012, 11:24:44, Note,8
09/13/2012, 11:24:44, Note,8
09/13/2012, 11:24:44, Note,8
09/13/2012, 11:24:44, Note,8
09/13/2012, 11:24:45, Note,8
09/13/2012, 11:24:45, Note,8
09/13/2012, 11:24:45, Note,8
09/13/2012, 11:24:45, Note,8
09/13/2012, 11:24:46, Note,8
09/13/2012, 11:24:46, Note,8
09/13/2012, 11:24:47, Note,8
09/13/2012, 11:24:47, Note,8
09/13/2012, 11:24:47, Note,8
09/13/2012, 11:24:47, Note,8
09/13/2012, 11:24:48, Note,8
09/13/2012, 11:24:48, Note,8
09/13/2012, 11:24:48, Note,8
09/13/2012, 11:24:48, Note,8
09/13/2012, 11:24:48, Note,8
09/13/2012, 11:24:49, Note,8
09/13/2012, 11:24:49, Note,8
09/13/2012, 11:24:49, Note,8
09/13/2012, 11:24:50, Note,8
09/13/2012, 11:24:50, Note,8
09/13/2012, 11:24:50, Note,8
09/13/2012, 11:24:51, Note,8
09/13/2012, 11:24:51, Note,8
09/13/2012, 11:24:51, Note,8
09/13/2012, 11:24:51, Note,8
09/13/2012, 11:24:51, Note,8
09/13/2012, 11:24:52, Note,8
09/13/2012, 11:24:52, Note,8
09/13/2012, 11:24:52, Note,8
09/13/2012, 11:24:53, Note,8
09/13/2012, 11:24:53, Note,8
09/13/2012, 11:24:53, Note,8
09/13/2012, 11:24:53, Note,8
09/13/2012, 11:24:53, Note,8
09/13/2012, 11:24:54, Note,8
09/13/2012, 11:24:54, Note,8
09/13/2012, 11:24:54, Note,8
09/13/2012, 11:24:54, Note,8
09/13/2012, 11:24:55, Note,8
09/13/2012, 11:24:55, Note,8
09/13/2012, 11:24:55, Note,8
09/13/2012, 11:24:55, Note,8
09/13/2012, 11:24:55, Note,8
09/13/2012, 11:24:56, Note,8
09/13/2012, 11:24:56, Note,8
09/13/2012, 11:24:56, Note,8
09/13/2012, 11:24:57, Note,8
09/13/2012, 11:24:57, Note,8
09/13/2012, 11:24:57, Note,8
09/13/2012, 11:24:57, Note,8
09/13/2012, 11:24:58, Note,8
09/13/2012, 11:24:58, Note,8
09/13/2012, 11:24:58, Note,8
09/13/2012, 11:24:58, Note,8
09/13/2012, 11:24:58, Note,8
09/13/2012, 11:24:58, Note,8
09/13/2012, 11:24:58, Note,8
09/13/2012, 11:24:59, Note,8
09/13/2012, 11:24:59, Note,8
09/13/2012, 11:25:00, Note,8
09/13/2012, 11:25:00, Note,8
09/13/2012, 11:25:00, Note,8
09/13/2012, 11:25:00, Note,8
09/13/2012, 11:25:01, Note,8
09/13/2012, 11:25:01, Note,8
09/13/2012, 11:25:02, Note,8
09/13/2012, 11:25:02, Note,8
09/13/2012, 11:25:02, Note,8
09/13/2012, 11:25:02, Note,8
09/13/2012, 11:25:02, Note,8
09/13/2012, 11:25:02, Note,8
09/13/2012, 11:25:02, Note,8
09/13/2012, 11:25:03, Note,8
09/13/2012, 11:25:03, Note,8
09/13/2012, 11:25:03, Note,8
09/13/2012, 11:25:04, Note,8
09/13/2012, 11:25:04, Note,8
09/13/2012, 11:25:04, Note,8
09/13/2012, 11:25:04, Note,8
09/13/2012, 11:25:04, Note,8
09/13/2012, 11:25:04, Note,8
09/13/2012, 11:25:05, Note,8
09/13/2012, 11:25:05, Note,8
09/13/2012, 11:25:06, Note,8
09/13/2012, 11:25:06, Note,8
09/13/2012, 11:25:06, Note,8
09/13/2012, 11:25:06, Note,8
09/13/2012, 11:25:06, Note,8
09/13/2012, 11:25:07, Note,8
09/13/2012, 11:25:08, Note,8
09/13/2012, 11:25:08, Note,8
09/13/2012, 11:25:08, Note,8
09/13/2012, 11:25:08, Note,8
09/13/2012, 11:25:08, Note,8
09/13/2012, 11:25:09, Note,8
09/13/2012, 11:25:09, Note,8
09/13/2012, 11:25:10, Note,8
09/13/2012, 11:25:10, Note,8
09/13/2012, 11:25:10, Note,8
09/13/2012, 11:25:10, Note,8
09/13/2012, 11:25:11, Note,8
09/13/2012, 11:25:11, Note,8
09/13/2012, 11:25:11, Note,8
09/13/2012, 11:25:11, Note,8
09/13/2012, 11:25:11, Note,8
09/13/2012, 11:25:12, Note,8
09/13/2012, 11:25:12, Note,8
09/13/2012, 11:25:12, Note,8
09/13/2012, 11:25:12, Note,8
09/13/2012, 11:25:13, Note,8
09/13/2012, 11:25:13, Note,8
09/13/2012, 11:25:13, Note,8
09/13/2012, 11:25:14, Note,8
09/13/2012, 11:25:14, Note,8
09/13/2012, 11:25:14, Note,8
09/13/2012, 11:25:14, Note,8
09/13/2012, 11:25:15, Note,8
09/13/2012, 11:25:15, Note,8
09/13/2012, 11:25:15, Note,8
09/13/2012, 11:25:15, Note,8
09/13/2012, 11:25:15, Note,8
09/13/2012, 11:25:15, Note,8
09/13/2012, 11:25:16, Note,8
09/13/2012, 11:25:16, Note,8
09/13/2012, 11:25:16, Note,8
09/13/2012, 11:25:16, Note,8
09/13/2012, 11:25:16, Note,8
09/13/2012, 11:25:16, Note,8
09/13/2012, 11:25:17, Note,8
09/13/2012, 11:25:17, Note,8
09/13/2012, 11:25:17, Note,8
09/13/2012, 11:25:18, Note,8
09/13/2012, 11:25:18, Note,8
09/13/2012, 11:25:18, Note,8
09/13/2012, 11:25:18, Note,8
09/13/2012, 11:25:18, Note,8
09/13/2012, 11:25:18, Note,8
09/13/2012, 11:25:19, Note,8
09/13/2012, 11:25:19, Note,8
09/13/2012, 11:25:19, Note,8
09/13/2012, 11:25:19, Note,8
09/13/2012, 11:25:19, Note,8
09/13/2012, 11:25:19, Note,8
09/13/2012, 11:25:20, Note,8
09/13/2012, 11:25:20, Note,8
09/13/2012, 11:25:20, Note,8
09/13/2012, 11:25:21, Note,8
09/13/2012, 11:25:21, Note,8
09/13/2012, 11:25:21, Note,8
09/13/2012, 11:25:21, Note,8
09/13/2012, 11:25:21, Note,8
09/13/2012, 11:25:21, Note,8
09/13/2012, 11:25:21, Note,8
09/13/2012, 11:25:22, Note,8
09/13/2012, 11:25:22, Note,8
09/13/2012, 11:25:22, Note,8
09/13/2012, 11:25:22, Note,8
09/13/2012, 11:25:22, Note,8
09/13/2012, 11:25:22, Note,8
09/13/2012, 11:25:23, Note,8
09/13/2012, 11:25:23, Note,8
09/13/2012, 11:25:23, Note,8
09/13/2012, 11:25:24, Note,8
09/13/2012, 11:25:24, Note,8
09/13/2012, 11:25:24, Note,8
09/13/2012, 11:25:24, Note,8
09/13/2012, 11:25:25, Note,8
09/13/2012, 11:25:25, Note,8
09/13/2012, 11:25:25, Note,8
09/13/2012, 11:25:26, Note,8
09/13/2012, 11:25:26, Note,8
09/13/2012, 11:25:26, Note,8
09/13/2012, 11:25:26, Note,8
09/13/2012, 11:25:27, Note,8
09/13/2012, 11:25:27, Note,8
09/13/2012, 11:25:27, Note,8
09/13/2012, 11:25:28, Note,8
09/13/2012, 11:25:29, Note,8
09/13/2012, 11:25:29, Note,8
09/13/2012, 11:25:29, Note,8
09/13/2012, 11:25:30, Note,8
09/13/2012, 11:25:30, Note,8
09/13/2012, 11:25:30, Note,8
09/13/2012, 11:25:31, Note,8
09/13/2012, 11:25:31, Note,8
09/13/2012, 11:25:31, Note,8
09/13/2012, 11:25:32, Note,8
09/13/2012, 11:25:32, Note,8
09/13/2012, 11:25:32, Note,8
09/13/2012, 11:25:32, Note,8
09/13/2012, 11:25:33, Note,8
09/13/2012, 11:25:33, Note,8
09/13/2012, 11:25:33, Note,8
09/13/2012, 11:25:33, Note,8
09/13/2012, 11:25:34, Note,8
09/13/2012, 11:25:34, Note,8
09/13/2012, 11:25:35, Note,8
09/13/2012, 11:25:36, Note,8
09/13/2012, 11:25:36, Note,8
09/13/2012, 11:25:36, Note,8
09/13/2012, 11:25:36, Note,8
09/13/2012, 11:25:36, Note,8
09/13/2012, 11:25:36, Note,8
09/13/2012, 11:25:36, Note,8
09/13/2012, 11:25:37, Note,8
09/13/2012, 11:25:37, Note,8
09/13/2012, 11:25:38, Note,8
09/13/2012, 11:25:38, Note,8
09/13/2012, 11:25:38, Note,8
09/13/2012, 11:25:38, Note,8
09/13/2012, 11:25:38, Note,8
09/13/2012, 11:25:38, Note,8
09/13/2012, 11:25:39, Note,8
09/13/2012, 11:25:39, Note,8
09/13/2012, 11:25:39, Note,8
09/13/2012, 11:25:39, Note,8
09/13/2012, 11:25:40, Note,8
09/13/2012, 11:25:40, Note,8
09/13/2012, 11:25:40, Note,8
09/13/2012, 11:25:40, Note,8
09/13/2012, 11:25:41, Note,8
09/13/2012, 11:25:41, Note,8
09/13/2012, 11:25:41, Note,8
09/13/2012, 11:25:41, Note,8
09/13/2012, 11:25:41, Note,8
09/13/2012, 11:25:41, Note,8
09/13/2012, 11:25:41, Note,8
09/13/2012, 11:25:42, Note,8
09/13/2012, 11:25:42, Note,8
09/13/2012, 11:25:42, Note,8
09/13/2012, 11:25:42, Note,8
09/13/2012, 11:25:42, Note,8
09/13/2012, 11:25:42, Note,8
09/13/2012, 11:25:43, Note,8
09/13/2012, 11:25:43, Note,8
09/13/2012, 11:25:43, Note,8
09/13/2012, 11:25:43, Note,8
09/13/2012, 11:25:43, Note,8
09/13/2012, 11:25:44, Note,8
09/13/2012, 11:25:44, Note,8
09/13/2012, 11:25:45, Note,8
09/13/2012, 11:25:45, Note,8
09/13/2012, 11:25:45, Note,8
09/13/2012, 11:25:47, Note,8
09/13/2012, 11:25:47, Note,8
09/13/2012, 11:25:47, Note,8
09/13/2012, 11:25:47, Note,8
09/13/2012, 11:25:47, Note,8
09/13/2012, 11:25:48, Note,8
09/13/2012, 11:25:48, Note,8
09/13/2012, 11:25:48, Note,8
09/13/2012, 11:25:49, Note,8
09/13/2012, 11:25:49, Note,8
09/13/2012, 11:25:49, Note,8
09/13/2012, 11:25:49, Note,8
09/13/2012, 11:25:50, Note,8
09/13/2012, 11:25:50, Note,8
09/13/2012, 11:25:50, Note,8
09/13/2012, 11:25:50, Note,8
09/13/2012, 11:25:50, Note,8
09/13/2012, 11:25:52, Note,8
09/13/2012, 11:25:52, Note,8
09/13/2012, 11:25:52, Note,8
09/13/2012, 11:25:52, Note,8
09/13/2012, 11:25:52, Note,8
09/13/2012, 11:25:52, Note,8
09/13/2012, 11:25:53, Note,8
09/13/2012, 11:25:53, Note,8
09/13/2012, 11:25:53, Note,8
